student_id,cgpa,Department,course_1_name,course_1_grade,Course_1_effect_cgpa,course_2_name,course_2_grade,Course_2_effect_cgpa,course_3_name,course_3_grade,Course_3_effect_cgpa,course_4_name,course_4_grade,Course_4_effect_cgpa,open_elective_1_name,open_elective_1_grade,open_elective_1_effect_cgpa,open_elective_2_name,open_elective_2_grade,open_elective_2_effect_cgpa,open_elective_3_name,open_elective_3_grade,open_elective_3_effect_cgpa,skills_1,skills_2,skills_3,Technical_skill_1,Technical_skill_2
RA2121133156268,6.56,DSBS,Strategic IT Planning,F,bad,Digital Marketing Strategies,F,bad,Ethical Hacking Techniques,C,bad,Network Security Analysis,C,bad,Introduction to Acting,C,bad,Introduction to Environmental Mathematics,F,bad,Introduction to Forensic Science,B,bad,event marketing,teamwork,client relations,Ember.js,Continuous Integration
RA2100131238574,6.9,CINTEL,Cloud Architecture Design,C,good,IoT Security Measures,B,good,Digital Transformation Strategies,F,good,Web Development Tools,F,good,Introduction to Environmental Political Science,C,good,Mobile App Development,F,good,Introduction to Environmental Studies,F,good,event production,networking,strategic planning,Containerization,Network Security
RA2102065888533,7.68,NWC,IT Risk Assessment,B,good,Cloud Architecture Design,B,good,Robotic Process Automation,F,good,E-commerce Platforms,C,good,Introduction to Environmental Geology,C,good,Introduction to Philosophy,C,good,Music Theory and Composition,C,good,proofreading,content strategy,branding,Cloud Computing,Pig
RA2121131121215,9.21,CTECH,Social Media Analytics,A+,bad,Data Mining Techniques,A,bad,Mobile App Testing,A,good,IT Risk Assessment,O,bad,Introduction to Political Science,A,bad,Introduction to Acting,A,bad,The Art of Storytelling,O,bad,database management,proofreading,client relations,Cybersecurity,Azure
RA2110328941114,6.66,CINTEL,IT Project Portfolio Management,C,good,Social Networking Platforms,B,good,Social Media Analytics,C,good,Agile Software Development,F,good,Introduction to Philosophy,F,good,Introduction to Environmental Philosophy,B,good,Introduction to Game Design,C,good,social media management,social networking,survey design,Rust,React
RA2100037656248,6.23,NWC,Game Design Principles,F,bad,Business Intelligence Tools,C,bad,Data Science Techniques,B,bad,IT Governance Compliance,B,bad,Introduction to Environmental Geology,C,bad,Introduction to Acting,B,bad,Introduction to Criminal Justice,B,bad,SEO optimization,social media marketing,SEO optimization,Cybersecurity,SOAP
RA2110119108340,5.55,DSBS,Robotic Automation Systems,B,good,Data Science Techniques,C,good,Cloud Security Solutions,C,good,Digital Strategy Implementation,B,good,Introduction to Geography,C,good,Introduction to World Religions,C,good,Introduction to Computer Science,F,good,data analysis,user experience design,event production,Serverless Architecture,Cryptocurrency
RA2122191074451,5.88,CTECH,Social Media Management,C,good,Digital Marketing Strategies,F,good,Software Testing Methods,F,good,Cloud Computing Security,C,good,Introduction to Environmental Literature,B,good,Introduction to Computer Science,B,good,Introduction to Environmental Literature,F,good,social networking,financial analysis,content management,Ember.js,Technical Writing
RA2113035291709,6.28,NWC,IT Governance Compliance,F,bad,IT Governance Compliance,B,bad,Game Development Principles,B,bad,Artificial Neural Networks,F,bad,Introduction to Anthropology,F,bad,Introduction to Environmental Psychology,B,bad,Environmental Sustainability,C,bad,time management,copywriting,video production,Smart Contracts,Agile Coaching
RA2100084879063,5.75,CTECH,Social Media Analytics,C,good,Cloud Architecture Design,F,good,Data Visualization Techniques,F,good,Agile Software Development,F,good,Introduction to Environmental Law,B,good,Introduction to Environmental Geology,B,good,Creative Coding,C,good,strategic planning,market research,data entry,Internet of Things,Mobile Development
RA2120082235296,8.63,CTECH,Web Application Security,A,good,Business Process Optimization,B,bad,Social Media Management,A+,bad,E-commerce Strategies,A+,good,Creative Coding,A,bad,Health and Wellness,A+,good,Introduction to Environmental Technology,A,bad,content management,market research,video production,MongoDB,Express.js
RA2112208415753,9.26,CINTEL,Digital Product Launch,A+,bad,Business Intelligence Tools,A+,bad,Mobile Security Protocols,O,bad,Software Configuration Management,A+,bad,Introduction to Environmental Physics,A,good,Introduction to Environmental Health,A+,good,Introduction to Graphic Novels,A+,bad,photography,survey design,web analytics,Docker,Mobile Development
RA2121275799125,9.43,CINTEL,Web Development Tools,A,good,Artificial Intelligence Ethics,A+,bad,Cloud Architecture Design,A+,bad,Digital Communication Strategies,A+,bad,Music Theory and Composition,A,bad,Introduction to Environmental Bioinformatics,O,bad,Personal Branding Strategies,O,good,presentation skills,customer service,market analysis,Hadoop,Perl
RA2113071708940,8.37,CINTEL,Web Application Development,A,good,Information Systems Audit,A+,bad,Digital Advertising Campaigns,B,bad,Mobile App Development,A+,bad,Introduction to Environmental Law,B+,bad,Introduction to Environmental Engineering,A+,good,Introduction to Mathematics,A+,bad,event production,leadership,time management,Cryptocurrency,Database Administration
RA2122091384955,6.94,CINTEL,E-commerce Platforms,C,good,Digital Content Strategy,C,good,IT Risk Assessment,F,good,Machine Learning Algorithms,F,good,Introduction to Environmental Political Science,B,good,Introduction to Film Studies,B,good,Introduction to Human Anatomy,C,good,content marketing,negotiation,social networking,C#,UI/UX Design
RA2120038228290,6.78,CTECH,Software Development Lifecycle,F,bad,Network Programming,B,bad,Business Process Reengineering,F,bad,Ethical Hacking Techniques,B,bad,Entrepreneurial Finance,B,bad,Introduction to Environmental Anthropology,F,bad,Fashion Design Workshop,B,bad,business development,presentation skills,social networking,Java,TypeScript
RA2110004233790,8.08,NWC,Database Administration,A+,bad,Mobile App Testing,B+,good,Digital Marketing Strategies,A+,good,IT Service Delivery,A+,bad,Introduction to Urban Planning,B,bad,Introduction to Philosophy,A,bad,Introduction to Ethical Hacking,A,bad,SEO optimization,market analysis,data entry,Data Engineering,Bootstrap
RA2103056586177,5.77,CINTEL,Agile Software Development,B,good,Digital Communication Strategies,C,good,Web Application Development,C,good,Mobile Security Protocols,F,good,Creative Coding,F,good,Environmental Sustainability,C,good,Introduction to Geography,B,good,content marketing,event planning,market analysis,Microservices,PyTorch
RA2113287838232,9.7,CTECH,Data Science Techniques,A+,bad,Data Warehousing Solutions,O,good,IT Risk Assessment,A+,bad,Digital Communication Strategies,O,bad,Introduction to Environmental Computer Science,A,bad,Introduction to Environmental Law,A+,good,Introduction to Environmental Sociology,A,good,database management,forecasting,critical thinking,Test-Driven Development,MongoDB
RA2103195360087,7.84,CINTEL,Game Development Principles,C,good,Network Security Analysis,B,good,Health Information Exchange,C,good,Machine Learning Applications,F,good,Introduction to Environmental Biology,B,good,Introduction to Graphic Novels,C,good,Introduction to Environmental Engineering,C,good,email marketing,data entry,content creation,PHP,Perl
RA2112162325843,6.59,DSBS,Digital Advertising Campaigns,F,bad,Artificial Neural Networks,C,bad,IT Infrastructure Management,B,bad,Machine Learning Applications,C,bad,Introduction to Environmental Psychology,B,bad,Introduction to Forensic Science,C,bad,Introduction to Psychology,B,bad,media relations,event production,SEO optimization,Mobile Development,Hadoop
RA2101068914641,9.9,CINTEL,Cloud Computing Technologies,A+,bad,Artificial Neural Networks,A,bad,Digital Advertising Campaigns,A,bad,Data Warehousing Design,O,bad,Introduction to Environmental Planning,A+,bad,Introduction to Engineering,A+,bad,Introduction to Environmental Linguistics,A,bad,client relations,networking,data analysis,Kubernetes,Backbone.js
RA2112389964464,8.77,CTECH,Web Development Frameworks,B+,good,Database Management Systems,B+,bad,Robotic Process Automation,B+,bad,Mobile Security Protocols,B,bad,Music Theory and Composition,B+,good,Introduction to Environmental Geography,B,bad,Entrepreneurial Finance,A+,good,event marketing,media relations,teamwork,Agile Coaching,Microservices
RA2123296121569,5.27,CINTEL,IoT Device Management,B,good,Data Warehousing Solutions,B,good,Agile Project Management,C,good,Blockchain Development,B,good,Introduction to Sociology,B,good,Introduction to Acting,F,good,Introduction to Game Design,B,good,client relations,market analysis,social media management,TypeScript,HTML
RA2103024050470,9.93,CINTEL,Social Media Engagement,A,good,Computer Forensics,O,bad,Network Programming,A,bad,Computer Network Design,A+,bad,Introduction to Environmental Engineering,A,bad,Artificial Intelligence Fundamentals,A,bad,Introduction to Mathematics,A+,bad,budgeting,social media management,team leadership,C++,Big Data
RA2102050699782,5.67,CTECH,Data Visualization Techniques,F,bad,Cloud Computing Technologies,F,bad,Software Testing Methods,B,bad,Database Administration,F,bad,Introduction to Environmental Health,C,bad,Introduction to Astronomy,B,bad,Introduction to Film Studies,B,bad,SEO optimization,financial planning,social networking,Redux,RESTful APIs
RA2120357790404,8.89,DSBS,Wireless Networking Technologies,A,bad,Artificial Intelligence in Business,B+,bad,Social Media Analytics,B,bad,Agile Project Management,B,bad,Introduction to Geology,A+,bad,Introduction to Environmental Economics,A,bad,Introduction to Sustainable Agriculture,A,bad,database management,time management,leadership,Pair Programming,Kanban
RA2100380681767,9.63,CINTEL,Ethical Hacking Practices,A,bad,Mobile App Testing,A+,bad,Agile Project Management,O,bad,Cyber Law and Ethics,A,bad,Introduction to Environmental Economics,O,bad,Introduction to Environmental Science,A,bad,Introduction to Sustainable Agriculture,O,bad,public speaking,project coordination,survey design,Django,Scrum
RA2110301025190,6.59,CINTEL,Advanced Data Analysis,C,good,Software Configuration Management,C,good,Supply Chain Optimization,B,good,Predictive Analytics Models,B,good,Introduction to Physics,C,good,Introduction to Economics,F,good,Introduction to Environmental Sociology,F,good,public speaking,negotiation,web design,Mobile Development,Cloud Computing
RA2121125828561,6.39,CTECH,IT Service Management,F,bad,Digital Health Technologies,F,bad,Quantum Cryptography,C,bad,Network Security Analysis,B,bad,Introduction to Physics,F,bad,Introduction to Film Studies,F,bad,Health and Wellness,C,bad,data entry,video production,proofreading,Site Reliability Engineering,GraphQL
RA2100354571991,6.69,CTECH,Machine Learning Applications,C,good,Business Intelligence Tools,B,good,Digital Transformation Strategies,B,good,Social Networking Platforms,B,good,Introduction to Environmental Technology,B,good,Introduction to Astronomy,B,good,Introduction to Political Science,B,good,social media marketing,survey design,public speaking,Mobile Development,Git
RA2103029939757,5.16,CTECH,Cloud Security Solutions,C,good,Artificial Intelligence Ethics,C,good,Digital Strategy Implementation,F,good,Blockchain Implementation,C,good,Introduction to Environmental Marine Biology,F,good,Health and Wellness,C,good,Introduction to Environmental Economics,C,good,proofreading,event production,project coordination,MongoDB,Cloud Security
RA2123095343480,5.98,CTECH,Digital Marketing Analytics,B,good,Digital Product Management,F,good,Digital Communication Strategies,C,good,Computer Network Design,F,good,Mindfulness and Stress Management,F,good,Entrepreneurial Finance,C,good,Environmental Sustainability,B,good,time management,financial analysis,video editing,Ethical Hacking,Test-Driven Development
RA2111336362236,7.76,CTECH,Blockchain Applications,F,bad,Wireless Networking Technologies,F,bad,Social Media Management,B,bad,Machine Learning Applications,B,bad,Introduction to Geology,F,bad,Web Development Fundamentals,C,bad,Introduction to Environmental Political Science,B,bad,event planning,financial planning,content strategy,Serverless Architecture,Virtualization
RA2113247988637,8.91,DSBS,Ethical Hacking Techniques,B,good,Game Design Principles,A,good,Blockchain Applications,B+,bad,E-commerce Platforms,A,bad,Introduction to Environmental Psychology,A+,bad,Introduction to Environmental Chemistry,B+,bad,Personal Branding Strategies,A+,bad,graphic design,event coordination,web analytics,Internet of Things,Cloud Computing
RA2112044129317,5.6,DSBS,Internet of Things,C,good,Ethical Hacking Techniques,C,good,IT Risk Assessment,C,good,Strategic IT Planning,C,good,Introduction to Environmental Anthropology,C,good,Data Analysis with Python,B,good,Introduction to Environmental Gender Studies,C,good,social media marketing,social networking,public speaking,CSS,Ruby on Rails
RA2102019727507,7.05,CINTEL,Web Development Tools,F,bad,Risk Management Strategies,C,bad,Data Visualization Techniques,B,bad,Cyber Law and Ethics,B,bad,Introduction to Urban Planning,F,bad,Introduction to Literature,F,bad,Introduction to Geography,B,bad,networking,problem solving,content marketing,Less,Flask
RA2102303427941,8.69,CINTEL,Quantum Cryptography,A+,bad,Computer Forensics,B,bad,E-commerce Platforms,A+,bad,Business Process Reengineering,B,bad,Introduction to Environmental Law,B,bad,Digital Illustration Techniques,A+,good,Introduction to Environmental Justice,A,bad,market research,survey design,web design,Web Development,Serverless Architecture
RA2113290964598,8.02,CTECH,Digital Health Records,A+,bad,Virtualization Technologies,B,bad,Agile Software Development,A+,bad,Digital Strategy Implementation,A,bad,Introduction to Environmental Marine Biology,A,bad,Introduction to Economics,A+,good,Introduction to Economics,A+,bad,social networking,research,customer relationship management,Waterfall,Test-Driven Development
RA2123376199100,7.48,CTECH,Business Intelligence Tools,B,good,IT Service Management,B,good,Web Application Development,B,good,Web Application Security,C,good,Introduction to Environmental Sociology,F,good,Introduction to Geology,B,good,Introduction to Nutrition,F,good,photography,analytical thinking,public relations,Cybersecurity,Perl
RA2101034579499,9.23,CINTEL,IT Governance Frameworks,O,bad,Information Systems Audit,O,bad,Advanced Data Analysis,A+,good,Business Process Optimization,A+,bad,Introduction to Environmental Planning,A+,good,Introduction to Environmental Communication,A+,bad,Personal Branding Strategies,A+,bad,networking,data mining,creative problem solving,Cryptocurrency,Less
RA2121360167393,9.72,CINTEL,Data Science Techniques,O,bad,Computer Forensics,A,bad,Virtualization Technologies,O,bad,IT Governance Compliance,A,bad,Personal Finance Management,A+,good,Introduction to Environmental Geology,A,good,Introduction to Environmental Communication,A,bad,video production,user experience design,programming,Database Administration,Cryptocurrency
RA2122274606945,5.95,CTECH,Social Networking Platforms,F,bad,Cybersecurity Frameworks,C,bad,IT Governance Compliance,B,bad,Social Media Marketing,B,bad,Introduction to Graphic Novels,F,bad,Introduction to Environmental Psychology,F,bad,Introduction to Computer Science,B,bad,critical thinking,accounting,accounting,Cloud Security,TensorFlow
RA2110168148706,5.6,CINTEL,IoT Security Measures,B,good,Ethical AI Practices,C,good,Digital Health Technologies,B,good,Health Information Exchange,F,good,Public Speaking Mastery,B,good,Introduction to Environmental Ethics,F,good,Introduction to Psychology,C,good,social media marketing,problem solving,social networking,Machine Learning,IT Infrastructure
RA2120292756187,8.95,NWC,Data Visualization Techniques,A,bad,User Experience Design,A,bad,IT Service Management,A+,bad,Project Management Fundamentals,A+,good,Creative Writing Workshop,A,bad,Introduction to Environmental Law,B+,bad,Introduction to Political Science,A,good,event coordination,content creation,database management,Continuous Integration,Cloud Computing
RA2122376648459,8.13,NWC,Big Data Processing,A+,bad,Mobile Security Protocols,A,bad,Information Security Governance,A+,bad,IT Infrastructure Management,B+,bad,Introduction to Environmental Communication,B,good,Financial Literacy,A,good,Introduction to Public Health,A,bad,public speaking,customer service,event planning,Less,Computer Vision
RA2112023471424,9.5,CINTEL,Business Process Reengineering,A+,good,Game Design Principles,O,bad,Data Warehousing Design,A+,bad,IoT Security Measures,O,bad,Yoga and Meditation,O,bad,Introduction to Bioinformatics,A+,bad,Introduction to Environmental Technology,A+,bad,social media marketing,time management,data analysis,TensorFlow,Virtualization
RA2111207361037,5.85,NWC,Project Management Fundamentals,C,good,Data Science Techniques,F,good,E-commerce Integration,F,good,Artificial Intelligence in Business,C,good,Introduction to Game Design,F,good,Introduction to Environmental Economics,C,good,Creative Writing Workshop,B,good,project coordination,media relations,leadership,Blockchain,Bootstrap
RA2113296143472,9.23,DSBS,Artificial Intelligence in Business,A,good,Ethical Hacking Practices,A+,bad,Digital Transformation Strategies,A+,good,E-commerce Integration,A,bad,Introduction to Virtual Reality,A,good,Introduction to Environmental History,O,bad,Introduction to Sociology,O,bad,user experience design,leadership,accounting,Hadoop,Troubleshooting
RA2101065367026,5.12,CTECH,Ethical Hacking Practices,B,good,Cyber Law and Ethics,F,good,Quantum Cryptography,C,good,Agile Software Development,B,good,Creative Writing Workshop,F,good,Introduction to Bioinformatics,B,good,Introduction to Data Visualization,C,good,video editing,media relations,problem solving,Scrum,Test-Driven Development
RA2123182247652,9.88,CINTEL,Digital Transformation Strategies,A,bad,Digital Marketing Strategies,A,bad,IT Service Delivery,A+,bad,Web Application Development,O,bad,Introduction to Anthropology,O,bad,Travel Photography,A,bad,Introduction to Environmental Anthropology,A,bad,budgeting,branding,creative writing,Python,C#
RA2122285817624,7.95,CTECH,Business Process Reengineering,C,good,Health Informatics,F,good,Mobile Security Protocols,F,good,Machine Learning Algorithms,C,good,Introduction to Environmental Law,F,good,Introduction to Anthropology,C,good,Introduction to Archaeology,F,good,project management,content strategy,team leadership,Decentralized Finance,Cybersecurity
RA2122346277380,5.12,CINTEL,Artificial Neural Networks,B,good,Network Programming,F,good,Business Intelligence Tools,C,good,Game Development Principles,F,good,Introduction to Literature,F,good,Introduction to Archaeology,F,good,Introduction to Environmental Planning,F,good,market research,data mining,content strategy,Laravel,Rust
RA2102036576014,9.4,CINTEL,Blockchain Applications,A,bad,Web Development Frameworks,A,good,Digital Communication Strategies,A+,bad,Database Administration,A+,bad,Music Production Techniques,O,good,Introduction to Sociology,A,bad,Introduction to Environmental Computer Science,O,bad,customer service,business development,data mining,Natural Language Processing,Microservices
RA2121212335147,9.74,CTECH,Database Management Systems,A+,bad,Advanced Data Analysis,O,bad,Predictive Modeling Techniques,O,good,IT Infrastructure Management,O,bad,Introduction to Environmental Health,A+,bad,Introduction to Criminal Justice,A+,bad,Introduction to Public Health,A,bad,data mining,presentation skills,media relations,Database Administration,TensorFlow
RA2112013620262,9.0,CTECH,Health Information Exchange,A,good,Cloud Security Solutions,A+,bad,Agile Project Management,A+,bad,Software Development Lifecycle,A,good,Introduction to Environmental Communication,B,bad,Introduction to Political Science,B+,bad,Introduction to Sociology,B+,bad,critical thinking,negotiation,social networking,Symfony,CSS
RA2110343667763,8.59,CTECH,Business Process Reengineering,A,bad,Quantum Cryptography,A,good,Software Quality Assurance,B,bad,Database Administration,A,bad,Introduction to Environmental Geology,B+,good,Introduction to Virtual Reality,B+,good,Digital Marketing Strategies,B,bad,event coordination,event coordination,problem solving,Python,SOAP
RA2113217896553,6.42,CINTEL,IT Infrastructure Management,F,bad,E-commerce Integration,F,bad,Cloud Computing Technologies,B,bad,User Experience Design,B,bad,Introduction to Environmental Literature,C,bad,Digital Marketing Strategies,B,bad,Introduction to Environmental Sociology,F,bad,presentation skills,public speaking,financial planning,TensorFlow,Cloud Security
RA2103291325914,9.22,CINTEL,Cyber Law and Ethics,A,good,Quantum Cryptography,A,bad,Big Data Processing,A+,bad,Cloud Architecture Design,A,good,Introduction to Philosophy,A+,good,Introduction to Environmental Planning,O,good,Interior Design Basics,A,bad,teamwork,project coordination,market research,Ethical Hacking,AWS
RA2103176726307,7.42,NWC,Quantum Computing Concepts,C,good,Network Programming,C,good,Ethical Hacking Practices,B,good,Digital Product Management,B,good,Introduction to Art History,B,good,Introduction to Environmental Literature,F,good,Introduction to Environmental Gender Studies,F,good,financial planning,customer relationship management,event marketing,Smart Contracts,Ruby on Rails
RA2111300839708,6.89,CINTEL,Ethical AI Practices,B,good,Business Intelligence Tools,B,good,Network Security Analysis,C,good,Social Media Marketing,F,good,User Experience Design,C,good,Introduction to Environmental Studies,C,good,Creative Writing Workshop,B,good,team leadership,media relations,event coordination,Django,Google Cloud
RA2110169078213,5.52,DSBS,Cloud Computing Technologies,C,good,Data Warehousing Solutions,F,good,Wireless Networking Technologies,B,good,Health Informatics,C,good,Creative Problem Solving,C,good,Introduction to Environmental Psychology,B,good,Introduction to Environmental Philosophy,C,good,research,proofreading,presentation skills,Hive,Agile Methodologies
RA2113026548685,5.37,CINTEL,User Experience Design,B,good,Ethical Hacking Practices,B,good,Cloud Security Solutions,C,good,Software Configuration Management,B,good,Entrepreneurial Finance,C,good,Introduction to Environmental Psychology,B,good,Introduction to Political Science,C,good,customer relationship management,public speaking,market analysis,Cloud Computing,Internet of Things
RA2113265791726,7.33,DSBS,Cybersecurity Frameworks,B,good,Robotic Process Automation,C,good,Game Development Principles,B,good,Digital Content Creation,F,good,Introduction to Robotics,F,good,Introduction to Sustainable Agriculture,F,good,Introduction to Environmental Design,B,good,survey design,copywriting,data visualization,Penetration Testing,Big Data
RA2100368511558,7.48,CINTEL,Internet of Things,B,good,Digital Health Technologies,C,good,Web Application Development,F,good,Blockchain Applications,B,good,Introduction to Environmental Studies,C,good,Yoga and Meditation,C,good,Introduction to Environmental Design,C,good,financial analysis,content creation,public speaking,Microservices,Test-Driven Development
RA2120259654269,7.9,DSBS,Blockchain Applications,F,bad,Computer Forensics,F,bad,Blockchain Implementation,F,bad,IT Service Delivery,B,bad,Mindfulness and Stress Management,B,bad,Introduction to Environmental Engineering,B,bad,The Art of Storytelling,B,bad,critical thinking,content creation,video production,Test-Driven Development,Spark
RA2102242786110,8.53,NWC,Information Systems Audit,B,bad,Business Intelligence Tools,A,bad,Cloud Computing Security,A+,bad,Software Quality Assurance,A,bad,Introduction to Environmental Geography,A,bad,Introduction to Environmental Mathematics,A+,bad,Introduction to Environmental Ethics,B,good,social media management,project coordination,client relations,Natural Language Processing,CakePHP
RA2102305616201,9.81,DSBS,Information Systems Audit,A,bad,Digital Transformation Strategies,A,bad,Information Systems Audit,O,bad,Business Process Reengineering,O,bad,Introduction to Psychology,O,good,Introduction to Environmental Literature,O,good,Mindfulness and Stress Management,O,bad,presentation skills,teamwork,customer service,Express.js,Django
RA2122097756548,7.88,CTECH,IT Risk Assessment,F,bad,Wireless Networking Technologies,B,bad,IT Governance Compliance,B,bad,Supply Chain Optimization,F,bad,Introduction to Environmental Justice,B,bad,Fashion Design Workshop,B,bad,Introduction to Engineering,C,bad,research,event marketing,research,Smart Contracts,Laravel
RA2103111296142,5.19,DSBS,Quantum Cryptography,C,good,Machine Learning Algorithms,C,good,IT Project Portfolio Management,B,good,Data Mining Techniques,B,good,Introduction to Environmental Regulation,F,good,Travel Photography,B,good,Introduction to Environmental Policy,B,good,market analysis,public relations,copywriting,Agile Methodologies,Sass
RA2113094748304,5.66,NWC,Software Quality Assurance,B,good,Predictive Analytics Models,F,good,Project Management Fundamentals,F,good,Blockchain Implementation,F,good,Creative Coding,C,good,Introduction to Anthropology,B,good,Introduction to Astronomy,F,good,copywriting,presentation skills,copywriting,Agile Coaching,Express.js
RA2100014063592,7.58,CTECH,Wireless Networking Technologies,C,good,Business Process Reengineering,C,good,IoT Security Measures,C,good,Blockchain Implementation,F,good,Introduction to World Religions,C,good,Introduction to Criminal Justice,C,good,Environmental Sustainability,C,good,proofreading,negotiation,content strategy,Web Development,Jenkins
RA2110303158985,9.39,NWC,Artificial Neural Networks,A,bad,Cybersecurity Essentials,A,good,IT Project Portfolio Management,O,bad,Game Design Principles,O,bad,Introduction to Literature,A+,bad,Introduction to Environmental Geology,O,bad,Introduction to Environmental Medicine,A+,bad,business development,user experience design,email management,Redux,Distributed Systems
RA2121289913497,8.53,NWC,Cybersecurity Frameworks,B,bad,Cloud Migration Planning,B,bad,Machine Learning Applications,A+,bad,Mobile App Testing,B+,bad,Fashion Design Workshop,B,bad,Introduction to Linguistics,A,good,Cybersecurity Basics,B,bad,content creation,content strategy,networking,Data Science,5G Networks
RA2101350022951,7.04,CTECH,Digital Product Launch,C,good,Blockchain Development,F,good,Agile Project Management,F,good,Mobile App Development,B,good,Introduction to Geology,F,good,Introduction to Environmental Sociology,B,good,Creative Writing Workshop,B,good,data entry,project management,video production,Technical Support,Hadoop
RA2113333821641,6.58,NWC,Software Testing Methods,B,good,Digital Communication Strategies,C,good,Digital Content Strategy,B,good,E-commerce Strategies,F,good,Introduction to Geography,C,good,Introduction to Environmental Science,C,good,Introduction to Geography,F,good,customer relationship management,negotiation,web design,Cloud Security,CodeIgniter
RA2120312066340,9.39,CTECH,IT Project Portfolio Management,A+,bad,Computer Forensics,O,bad,Business Intelligence Tools,A,bad,Big Data Analytics,A+,good,Introduction to Environmental Law,O,bad,Introduction to Environmental Biology,A,bad,Culinary Arts,A,bad,client relations,problem solving,financial planning,Continuous Deployment,Redux
RA2111029567254,6.08,CINTEL,Virtualization Technologies,F,bad,Wireless Networking Technologies,C,bad,Cloud Computing Security,B,bad,Blockchain Applications,B,bad,Introduction to World Religions,F,bad,Introduction to Astronomy,F,bad,Introduction to Philosophy,C,bad,event marketing,event production,critical thinking,Ruby on Rails,C++
RA2121250961477,5.37,DSBS,Web Application Development,B,good,IT Infrastructure Management,F,good,Health Information Exchange,F,good,Game Design Principles,C,good,Introduction to Environmental Sociology,B,good,Introduction to Virtual Reality,B,good,Introduction to Environmental Engineering,B,good,photography,media relations,accounting,Backbone.js,Network Administration
RA2111262293514,7.43,DSBS,Ethical AI Practices,B,good,Data Warehousing Solutions,C,good,Predictive Modeling Techniques,B,good,Web Application Development,F,good,Introduction to Environmental Physics,B,good,Environmental Sustainability,F,good,Personal Finance Management,F,good,survey design,teamwork,SEO optimization,Kanban,Serverless Architecture
RA2100131920736,9.57,CTECH,Mobile Security Protocols,O,bad,Strategic IT Planning,A,bad,Health Informatics,A+,bad,Network Security Protocols,A,bad,Introduction to Environmental Political Science,A+,bad,Introduction to Environmental Economics,A,bad,Introduction to Art History,A,bad,data visualization,event coordination,user experience design,HTML,Smart Contracts
RA2100070466067,5.62,CINTEL,IT Service Delivery,B,good,Database Administration,F,good,Information Systems Audit,B,good,Computer Network Design,C,good,Digital Illustration Techniques,F,good,Creative Coding,B,good,Music Theory and Composition,B,good,critical thinking,customer service,web analytics,Network Security,Docker
RA2120323093854,5.13,CTECH,Web Development Frameworks,C,good,Game Design Principles,C,good,Information Security Governance,B,good,Digital Product Launch,C,good,Introduction to Political Science,F,good,Introduction to Engineering,B,good,Introduction to Graphic Novels,B,good,event marketing,data visualization,creative problem solving,Test-Driven Development,Redux
RA2100022041572,8.05,CINTEL,Big Data Processing,A,good,Digital Content Strategy,B+,bad,Mobile App Testing,B+,bad,Artificial Intelligence Ethics,B+,bad,Travel Photography,A+,bad,Creative Writing Workshop,B+,bad,Introduction to Environmental Regulation,B,bad,web design,web development,strategic planning,Flask,Deep Learning
RA2122093135348,9.55,DSBS,Cloud Migration Planning,A,bad,Wireless Networking Technologies,A,good,Mobile App Development,A,bad,Digital Communication Strategies,A+,bad,Introduction to Environmental Sociology,O,good,Introduction to Gender Studies,A,bad,Introduction to Environmental Physics,A+,bad,teamwork,negotiation,media relations,Java,Go
RA2100277584178,5.7,NWC,Machine Learning Algorithms,F,bad,Digital Advertising Campaigns,F,bad,E-commerce Platforms,F,bad,Computer Network Design,C,bad,Music Theory and Composition,F,bad,Introduction to Environmental Marine Biology,C,bad,Introduction to Public Health,F,bad,budgeting,financial analysis,survey design,GraphQL,IT Infrastructure
RA2111229456084,5.3,DSBS,Data Mining Techniques,B,good,Quantum Cryptography,C,good,IT Governance Frameworks,B,good,Business Intelligence Tools,B,good,Financial Literacy,B,good,Introduction to Environmental Planning,F,good,Introduction to Environmental Geography,B,good,creative problem solving,data mining,event production,Django,Express.js
RA2102269628553,7.38,CINTEL,Agile Project Management,B,good,Data Science Techniques,C,good,Mobile Security Protocols,B,good,Data Warehousing Design,F,good,Introduction to Criminal Justice,B,good,Introduction to Sociology,C,good,Introduction to Sustainable Energy,F,good,accounting,web design,public relations,Kanban,Jenkins
RA2112396448904,8.21,NWC,Web Development Tools,B,good,Internet of Things,A,bad,Network Security Protocols,B,bad,Data Science Techniques,B,bad,Introduction to Sustainable Energy,A+,good,Introduction to Nutrition,B,bad,Introduction to Photography,B+,good,event marketing,event marketing,public relations,TensorFlow,Network Security
RA2100357410278,6.35,DSBS,Big Data Processing,C,good,Data Warehousing Solutions,B,good,Computer Forensics,C,good,IT Service Management,B,good,Introduction to Archaeology,F,good,Introduction to Environmental Science,B,good,Introduction to Environmental Justice,C,good,media relations,teamwork,proofreading,Azure,jQuery
RA2112347393911,8.75,DSBS,Web Application Development,B+,bad,Digital Transformation Strategies,B,bad,Digital Health Records,B+,good,Project Management Fundamentals,A+,bad,Introduction to Sustainable Agriculture,A+,bad,Introduction to Ethical Hacking,B,bad,Yoga and Meditation,B+,good,web development,time management,financial planning,Waterfall,Decentralized Finance
